Open time,Close,total_volumes,market_caps,POC,Directional_bias,Next_close,Strategy_returns
2018-07-28,0.0,-39.94547176286767,2.4208730994417005,2.841417724876494,0,-3.125,3.125
2018-07-29,-3.125,-38.423787576681875,-0.8217346629841638,-0.8865819846540779,0,-6.451612903225811,6.451612903225811
2018-07-30,-6.451612903225811,-4.5412465294549005,-1.7836049282252242,-5.942816250853856,0,-3.44827586206895,3.44827586206895
2018-07-31,-3.44827586206895,34.843312264183936,-3.7718858520946807,-3.686540323696208,0,0.0,-0.0
2018-08-01,0.0,4.517399484005824,-6.1486504440092515,-0.16157989228007263,0,-7.142857142857151,7.142857142857151
2018-08-02,-7.142857142857151,-18.55197743540289,-0.07788853780639204,-5.556554576515027,1,0.0,0.0
2018-08-03,0.0,-18.323762913359854,-6.424908305110799,-0.22467631378522146,1,-7.692307692307699,-7.692307692307699
2018-08-04,-7.692307692307699,27.705487006857467,-1.08737176133189,-4.163963207511179,1,0.0,0.0
2018-08-05,0.0,-21.905599715488822,-6.455165583321665,-4.086021505376336,1,-4.1666666666666625,-4.1666666666666625
2018-08-06,-4.1666666666666625,-21.52345395229943,1.598990038422654,-2.9521674140508214,1,0.0,0.0
2018-08-07,0.0,4.3711268478325405,-4.607021518917098,0.11123946433919674,1,-13.043478260869568,-13.043478260869568
2018-08-08,-13.043478260869568,25.471637541164238,-1.1949426253683781,-5.786572075729735,1,9.999999999999986,-9.999999999999986
2018-08-09,9.999999999999986,4.265670334086158,-13.903555623990494,-2.3542753458834165,0,0.0,-0.0
2018-08-10,0.0,18.839218640283217,11.520308738207262,0.8083248165009715,0,0.0,-0.0
2018-08-11,0.0,51.842299385615775,1.643373454603858,-3.686635944700467,0,0.0,-0.0
2018-08-12,0.0,-20.773746090274926,-3.051579493826284,7.177033492822971,1,0.0,0.0
2018-08-13,0.0,-24.130303260862828,2.4893998367500725,1.3437499999999991,1,0.0,0.0
2018-08-14,0.0,47.043296391352165,0.3484661625286378,-5.2905158363067635,0,-4.545454545454552,4.545454545454552
2018-08-15,-4.545454545454552,4.999888612549186,-3.2666717505344223,7.6790697674418595,1,0.0,0.0
2018-08-16,0.0,-2.358813532048798,0.3785644302235047,-9.757677854088376,0,14.28571428571428,14.28571428571428
2018-08-17,14.28571428571428,-29.675315167754402,-0.8552328456529645,10.142638330461429,0,-8.333333333333325,8.333333333333325
2018-08-18,-8.333333333333325,33.10364361910361,10.050448347385377,-5.484333579592382,0,4.545454545454541,4.545454545454541
2018-08-19,4.545454545454541,-18.76573942744859,-5.745948858173966,5.751988597176894,0,-8.695652173913048,8.695652173913048
2018-08-20,-8.695652173913048,-19.88037512385672,0.09184011409779647,-1.7391304347826098,1,4.761904761904767,-4.761904761904767
2018-08-21,4.761904761904767,-9.036660744246705,-5.2806425320245705,-4.66814159292036,0,-4.545454545454552,4.545454545454552
2018-08-22,-4.545454545454552,0.3895220014970002,3.3776488227222012,3.657461127871886,1,4.761904761904767,-4.761904761904767
2018-08-23,4.761904761904767,4.250866298432587,-5.2553580230078945,-5.3911252406752315,0,0.0,-0.0
2018-08-24,0.0,-10.439226641990661,5.116035324456392,2.06824743243883,0,0.0,-0.0
2018-08-25,0.0,-15.019099762615184,-0.021908354054844814,1.1221366966521318,0,-4.545454545454552,4.545454545454552
2018-08-26,-4.545454545454552,1.8878985079961996,0.16222869798547812,-2.2101980924431386,1,9.523809523809534,-9.523809523809534
2018-08-27,9.523809523809534,-4.569094532409235,-2.764091874867536,2.555565975804175,0,4.347826086956519,4.347826086956519
2018-08-28,4.347826086956519,31.039386653091093,6.130107206594504,5.614740981208,0,-4.1666666666666625,4.1666666666666625
2018-08-29,-4.1666666666666625,28.94594790368281,4.004914823375838,-1.7966145720593962,0,-4.34782608695653,4.34782608695653
2018-08-30,-4.34782608695653,-13.53117680853667,-4.5409330141912285,-3.57961558807971,0,0.0,-0.0
2018-08-31,0.0,-9.702593199076027,-1.234946919886648,0.4480614484272172,0,4.545454545454541,4.545454545454541
2018-09-01,4.545454545454541,-5.207144764776861,-0.016910755287580237,6.5543923532089154,1,0.0,0.0
2018-09-02,0.0,15.82132174834403,3.8845842364817917,-3.8872276804784223,0,-4.34782608695653,4.34782608695653
2018-09-03,-4.34782608695653,-24.137110133841922,-2.187360539829597,-0.6577777777777793,1,4.545454545454541,-4.545454545454541
2018-09-04,4.545454545454541,8.804522819376004,-1.7646048572725004,3.543307086614167,1,-13.043478260869568,-13.043478260869568
2018-09-05,-13.043478260869568,27.251840713955456,4.823147184381393,-8.835983408226756,1,4.999999999999982,-4.999999999999982
2018-09-06,4.999999999999982,45.72882792065507,-10.634045502028588,-7.583297786624965,0,0.0,-0.0
2018-09-07,0.0,-0.45439156896187605,-0.07231452001976724,5.1079542540643175,0,-9.523809523809524,9.523809523809524
2018-09-08,-9.523809523809524,-25.07766767229954,-0.3453956037443806,-0.11710173212978736,1,0.0,0.0
2018-09-09,0.0,-1.7671155921017534,-5.615664439929125,-7.615651409310731,0,0.0,-0.0
2018-09-10,0.0,26.024445762006955,-1.2966118962343454,-0.7561336717428202,0,5.263157894736836,5.263157894736836
2018-09-11,5.263157894736836,46.09266772613276,-0.690684545460174,7.869359049496505,1,0.0,0.0
2018-09-12,0.0,6.649151062191017,5.602654190213396,-6.37656821100464,0,4.999999999999982,4.999999999999982
2018-09-13,4.999999999999982,-8.270388447812305,-1.7070672503905038,9.733579530466896,0,-4.761904761904756,4.761904761904756
2018-09-14,-4.761904761904756,19.432408206041618,5.320885999154834,-1.6778846153846172,1,0.0,0.0
2018-09-15,0.0,-26.116098646488282,-3.070279216215299,-1.7651948559972652,1,4.999999999999982,-4.999999999999982
2018-09-16,4.999999999999982,-16.43692374811012,0.9073081497172675,0.6421105027376806,0,-4.761904761904756,4.761904761904756
2018-09-17,-4.761904761904756,31.063264383250623,-0.8197079286899167,1.8942578762550122,1,4.999999999999982,-4.999999999999982
2018-09-18,4.999999999999982,-30.789124787021983,-2.9270437567756713,-5.669352490049507,0,0.0,-0.0
2018-09-19,0.0,68.25820719225781,6.473892612774401,6.5195019038797986,0,9.523809523809534,9.523809523809534
2018-09-20,9.523809523809534,-36.0596594808316,-1.1602828156023315,11.748224723443323,1,8.695652173913038,-8.695652173913038
2018-09-21,8.695652173913038,22.356739648755152,12.222451068213559,10.240781567457757,1,-4.0000000000000036,-4.0000000000000036
2018-09-22,-4.0000000000000036,107.19044111730254,7.88079412447269,-5.603482079836885,1,16.666666666666675,-16.666666666666675
2018-09-23,16.666666666666675,-58.67431680481921,-3.6398351611306112,17.546629003447855,1,-7.142857142857151,-7.142857142857151
2018-09-24,-7.142857142857151,272.78078372007275,17.492407966700398,-7.407145633812762,1,-3.8461538461538547,-3.8461538461538547
2018-09-25,-3.8461538461538547,-55.91275596265515,-8.61086785103481,-4.774626922636549,0,-4.0000000000000036,4.0000000000000036
2018-09-26,-4.0000000000000036,-9.18087095516491,-2.129099189064587,-1.7234468937875724,1,8.333333333333348,-8.333333333333348
2018-09-27,8.333333333333348,-34.85878830658997,-3.1288349744144406,1.9575856443719397,0,-3.8461538461538547,3.8461538461538547
2018-09-28,-3.8461538461538547,34.17482553472724,6.393393661635671,0.7319999999999993,1,0.0,0.0
2018-09-29,0.0,-24.58673083957599,-2.434512889267504,1.6558789659691042,1,4.0000000000000036,-4.0000000000000036
2018-09-30,4.0000000000000036,-28.34362587016207,0.4787267736788614,1.765624999999993,1,0.0,0.0
2018-10-01,0.0,17.769187067762427,1.5595695611188232,-0.19960079840317668,0,-3.8461538461538547,3.8461538461538547
2018-10-02,-3.8461538461538547,1.1493940565470595,-0.19638090606381997,-4.723076923076929,0,-4.0000000000000036,4.0000000000000036
2018-10-03,-4.0000000000000036,-21.736610198278395,-4.2135745968110205,-1.7075730663652422,1,0.0,0.0
2018-10-04,0.0,0.6339886209705936,-2.790052519793207,0.6201486714033422,1,4.166666666666674,-4.166666666666674
2018-10-05,4.166666666666674,-22.69498825077538,1.4242097277463062,0.08163265306122547,0,-4.0000000000000036,4.0000000000000036
2018-10-06,-4.0000000000000036,19.83171949353506,1.1386324093022981,-1.6557911908646084,1,4.166666666666674,-4.166666666666674
2018-10-07,4.166666666666674,-12.182432988554325,-2.3807153864293773,-0.49763622791739737,0,0.0,-0.0
2018-10-08,0.0,-15.066077262601063,1.7390488069835675,3.8551304492789873,0,0.0,-0.0
2018-10-09,0.0,44.97125382989633,2.2930013844462804,-1.3363297082547465,0,-4.0000000000000036,4.0000000000000036
2018-10-10,-4.0000000000000036,-14.077447125874498,-2.4425787242769004,-1.0778491824615544,1,-12.5,-12.5
2018-10-11,-12.5,7.253544527676459,-1.5271687231067421,-13.65897783808232,0,4.761904761904767,4.761904761904767
2018-10-12,4.761904761904767,103.60074296615598,-13.051322636947294,2.623934473070144,0,0.0,-0.0
2018-10-13,0.0,-42.041443168657345,3.724648257131702,0.31090487238978337,0,-4.545454545454552,4.545454545454552
2018-10-14,-4.545454545454552,-12.620600473202948,0.07564251459064586,0.1434056529583172,1,9.523809523809534,-9.523809523809534
2018-10-15,9.523809523809534,-11.511171299253853,-2.481168385011534,8.17627494456763,1,4.347826086956519,-4.347826086956519
2018-10-16,4.347826086956519,120.05703567821206,6.693918934355025,-1.545819455120001,0,4.166666666666674,4.166666666666674
2018-10-17,4.166666666666674,-50.964183480651485,2.5357028834703144,8.401283830673156,0,0.0,-0.0
2018-10-18,0.0,70.86399945074619,6.074410416482046,0.5001400392109723,1,0.0,0.0
2018-10-19,0.0,-4.483186852845311,0.14291488628521698,-2.69527828648779,0,0.0,-0.0
2018-10-20,0.0,-39.82166501217741,0.1409640390163558,3.1095290700053235,1,0.0,0.0
2018-10-21,0.0,26.761546257296477,0.48484497971121865,-0.7102892742351541,1,0.0,0.0
2018-10-22,0.0,-4.992175758306572,-1.1173273763431468,0.17184877307967472,1,0.0,0.0
2018-10-23,0.0,14.095058452147068,0.5223042515479559,-2.653101934969071,0,-4.0000000000000036,4.0000000000000036
2018-10-24,-4.0000000000000036,-28.867930374978535,-0.7876274164837382,0.766393442622948,1,0.0,0.0
2018-10-25,0.0,1.720328001714333,-1.9832381742831973,-2.790092325212512,0,0.0,-0.0
2018-10-26,0.0,-13.321362314072594,-0.7338313618469927,-1.5187649052340935,0,-4.1666666666666625,4.1666666666666625
2018-10-27,-4.1666666666666625,13.89700096614157,-0.8099821294458076,-2.2644234854278245,1,0.0,0.0
2018-10-28,0.0,-6.569837504808507,-2.4953225405695556,1.8256900673766507,1,-4.34782608695653,-4.34782608695653
2018-10-29,-4.34782608695653,-6.182312881501717,1.3510884629911457,-4.243329775880467,1,0.0,0.0
2018-10-30,0.0,35.88551421888373,-4.173042745948152,-0.13374348000535496,1,4.545454545454541,-4.545454545454541
2018-10-31,4.545454545454541,-39.298510004736556,0.5193482708105268,0.4419445560466029,0,0.0,-0.0
2018-11-01,0.0,-8.363286734417407,1.2353733935360989,0.5066666666666775,0,4.347826086956519,4.347826086956519
2018-11-02,4.347826086956519,27.611220819729752,-0.950503193752994,0.9595825594764351,0,0.0,-0.0
2018-11-03,0.0,42.18019956904448,5.518329546973733,5.803512767728081,1,4.166666666666674,-4.166666666666674
2018-11-04,4.166666666666674,-8.935473071693023,-0.0034773276929689345,2.823315118397085,0,0.0,-0.0
2018-11-05,0.0,31.15953837903971,1.0064759825936909,-2.6733231339077124,0,8.000000000000007,8.000000000000007
2018-11-06,8.000000000000007,-12.811320268497395,3.2069350027869925,6.515264333581539,0,-3.703703703703709,3.703703703703709
2018-11-07,-3.703703703703709,85.63714776125634,8.148574071635451,0.8388675288360625,0,0.0,-0.0
2018-11-08,0.0,-18.727495171756726,-3.1860302670414398,-0.35432312728672644,0,0.0,-0.0
2018-11-09,0.0,-2.3355316725861885,0.3775584371178198,0.5874850229969253,1,0.0,0.0
2018-11-10,0.0,-19.503906426237283,-0.552548807537645,0.630163304514908,1,7.692307692307709,-7.692307692307709
2018-11-11,7.692307692307709,-29.18552779435799,1.5308225263630737,5.040284088739533,0,-3.57142857142857,3.57142857142857
2018-11-12,-3.57142857142857,114.66072864564421,5.375984325625671,0.0036351739430839913,1,-3.703703703703709,-3.703703703703709
2018-11-13,-3.703703703703709,-1.1796373482156786,-1.9079407206826215,-3.7077426390403456,1,-7.692307692307699,-7.692307692307699
2018-11-14,-7.692307692307699,-27.594699221190865,-3.9063091819749984,-13.174782936957353,0,4.166666666666674,4.166666666666674
2018-11-15,4.166666666666674,64.5506255030986,-9.41863133355919,4.352173913043478,0,-4.0000000000000036,4.0000000000000036
2018-11-16,-4.0000000000000036,-14.7710473584029,4.203064423929859,0.0,1,4.166666666666674,-4.166666666666674
2018-11-17,4.166666666666674,8.403263335346157,0.01274610781720753,2.9665430607058063,0,0.0,-0.0
2018-11-18,0.0,-13.76334528784482,2.596659588966377,2.3712216242463446,1,-7.9999999999999964,-7.9999999999999964
2018-11-19,-7.9999999999999964,18.82991639247642,1.393065383128289,-7.11490572749911,1,-13.043478260869568,-13.043478260869568
2018-11-20,-13.043478260869568,101.85192244668019,-9.612382423391564,-2.7958636537725012,1,4.999999999999982,-4.999999999999982
2018-11-21,4.999999999999982,-0.8573503710775032,-15.936737846472216,-9.438753173977766,0,-9.523809523809524,9.523809523809524
2018-11-22,-9.523809523809524,-52.30398022742965,7.018060108285207,-3.765831963646904,1,-5.263157894736848,-5.263157894736848
2018-11-23,-5.263157894736848,-36.6487374623707,-8.169893385409388,-8.208167981112169,1,-16.666666666666664,-16.666666666666664
2018-11-24,-16.666666666666664,47.75480117062732,-2.385372490913795,-17.91714551524106,0,6.666666666666665,6.666666666666665
2018-11-25,6.666666666666665,-5.441661707004375,-15.40610458204944,-2.1268084538969223,0,-6.25,6.25
2018-11-26,-6.25,48.665550299941486,3.4851131594173523,6.280653950953674,1,0.0,0.0
2018-11-27,0.0,-26.316283761589197,-8.996621462330722,-8.851429303935387,0,6.666666666666665,6.666666666666665
2018-11-28,6.666666666666665,-26.565464988938935,-0.5910855694264416,9.239856550172277,0,6.25,6.25
2018-11-29,6.25,27.295629805831734,11.448538663476281,2.9803669134213173,0,-5.882352941176472,5.882352941176472
2018-11-30,-5.882352941176472,-15.883314632391144,2.080637822637099,5.831978997374665,1,0.0,0.0
2018-12-01,0.0,8.502579994551462,-4.149001037187716,-1.5651763038213806,1,0.0,0.0
2018-12-02,0.0,-17.282335221174037,4.650766313561605,-3.996159846393854,0,-6.25,6.25
2018-12-03,-6.25,-10.806273456374582,-3.687783978547521,-1.8750000000000044,1,0.0,0.0
2018-12-04,0.0,1.9071523709523364,-6.3898850890626635,-6.643312101910825,0,-13.33333333333333,13.33333333333333
2018-12-05,-13.33333333333333,-14.009040105562786,-1.5122624868140755,-1.0438698232926313,1,-7.692307692307699,-7.692307692307699
2018-12-06,-7.692307692307699,2.2518754027126553,-7.508228719480659,-17.264202978488697,0,-8.333333333333325,8.333333333333325
2018-12-07,-8.333333333333325,120.446354697821,-12.268249565803957,-6.1416666666666675,1,9.090909090909083,-9.090909090909083
2018-12-08,9.090909090909083,16.910055265193314,-3.9404318394234306,4.767823847997876,0,0.0,-0.0
2018-12-09,0.0,-10.064909763865604,1.38710979718355,2.762711864406797,1,0.0,0.0
2018-12-10,0.0,14.927204940707739,4.953121318849174,0.05772719775687385,1,-8.333333333333325,-8.333333333333325
2018-12-11,-8.333333333333325,-50.151191221552295,-5.260029023613766,-8.481002225335853,1,0.0,0.0
2018-12-12,0.0,114.17444581050691,-3.581262738841118,-0.2881844380403509,1,-9.090909090909083,-9.090909090909083
2018-12-13,-9.090909090909083,-53.10123307038423,0.618183223170865,-5.3919797687861255,1,0.0,0.0
2018-12-14,0.0,-39.20320968876511,-6.551435072238099,-7.465393794749398,0,-10.000000000000009,10.000000000000009
2018-12-15,-10.000000000000009,42.10247426502063,-7.6533179562541465,-1.991127617868571,1,11.111111111111116,-11.111111111111116
2018-12-16,11.111111111111116,5.649859405165003,-2.238905864928098,2.673684210526317,0,9.999999999999986,9.999999999999986
2018-12-17,9.999999999999986,-18.998457402697845,1.1301345825313502,13.860980110723808,1,0.0,0.0
2018-12-18,0.0,61.4108179096561,13.227889121819025,-0.9544390419593096,0,0.0,-0.0
2018-12-19,0.0,-5.3119314155024355,4.1939896895160755,7.836363636363641,1,9.090909090909083,-9.090909090909083
2018-12-20,9.090909090909083,10.720300960773589,0.065473442372177,4.661945708986681,1,0.0,0.0
2018-12-21,0.0,10.994963340388807,9.38608546686639,-1.7317760773258195,1,0.0,0.0
2018-12-22,0.0,11.76812975967123,-4.5459287357629385,-4.04098360655738,0,0.0,-0.0
2018-12-23,0.0,-6.945332471787169,2.0803038261722806,3.9805244725378053,1,8.333333333333348,-8.333333333333348
2018-12-24,8.333333333333348,-4.680179819576457,3.5337155365286366,8.436704181385025,1,-7.692307692307699,-7.692307692307699
2018-12-25,-7.692307692307699,25.591675057561215,5.724122459252667,-6.386363636363646,1,0.0,0.0
2018-12-26,0.0,-28.778999657608907,-9.699813554717307,-7.170025086995224,0,-8.333333333333325,8.333333333333325
2018-12-27,-8.333333333333325,-10.53183422283982,-0.4020230473500641,0.409728881527327,1,9.090909090909083,-9.090909090909083
2018-12-28,9.090909090909083,-26.60644619316461,-8.930158055684888,1.5714533773224515,0,-8.333333333333325,8.333333333333325
2018-12-29,-8.333333333333325,46.30196554107633,10.076854238399303,-0.14531156509103305,1,9.090909090909083,-9.090909090909083
2018-12-30,9.090909090909083,-33.12110028221039,-1.6686598021123489,-3.612395137818858,0,-8.333333333333325,8.333333333333325
2018-12-31,-8.333333333333325,12.973245251113452,-1.237718370303198,2.131438721136769,1,0.0,0.0
2019-01-01,0.0,-5.7402963297311205,-4.022106135063808,-3.4782608695652195,1,9.090909090909083,-9.090909090909083
2019-01-02,9.090909090909083,-4.544849493890579,2.7737985980885727,5.063063063063056,0,-8.333333333333325,8.333333333333325
